# time, u, cmd
1.800073621599999996e+01,-2.014768309891223907e-03,1.370885060168802738e-03
1.803055796700000002e+01,-2.013049554079771042e-03,1.470625400543212891e-03
1.806016380699999857e+01,-2.012476557865738869e-03,1.570970984175801277e-03
1.809095490500000025e+01,-2.017059596255421638e-03,1.680956804193556309e-03
1.812015142199999929e+01,-2.013049554079771042e-03,1.807993859983980656e-03
1.814984633099999911e+01,-2.015914069488644600e-03,1.934063737280666828e-03
1.818174731099999875e+01,-2.015914069488644600e-03,2.055226592347025871e-03
1.821044449200000059e+01,-2.010184340178966522e-03,2.178790513426065445e-03
1.824036418100000034e+01,-2.013622550293803215e-03,2.296379068866372108e-03
1.827092000400000060e+01,-2.006745198741555214e-03,2.402728656306862831e-03
1.830123938499999880e+01,-2.009611343964934349e-03,2.508878242224454880e-03
1.833053699099999889e+01,-1.911883126012980938e-03,2.619003877043724060e-03
1.836014567699999844e+01,-1.756143174134194851e-03,2.725301776081323624e-03
1.839109974499999822e+01,-1.652694656513631344e-03,2.822444308549165726e-03
1.842055455399999886e+01,-1.551944762468338013e-03,2.914616605266928673e-03
1.845003919399999859e+01,-1.446864800527691841e-03,3.009187756106257439e-03
1.848141107500000047e+01,-1.446864800527691841e-03,3.107741242274641991e-03
1.851044900100000135e+01,-1.283855643123388290e-03,3.202856518328189850e-03
1.854017343699999998e+01,-1.029006554745137691e-03,3.284933511167764664e-03
1.857174697900000027e+01,-7.231400231830775738e-04,3.332492196932435036e-03
1.860093245299999865e+01,-5.698247114196419716e-04,3.358778543770313263e-03
1.863152596799999827e+01,-4.649493494071066380e-04,3.413755213841795921e-03
1.866088231499999850e+01,-3.633002052083611488e-04,3.491016337648034096e-03
1.869022187999999929e+01,-1.041272407746873796e-04,3.571401583030819893e-03
1.872029318199999892e+01,-1.041272407746873796e-04,3.647112986072897911e-03
1.875010996500000005e+01,1.595963840372860432e-04,3.687028540298342705e-03
1.878130980699999952e+01,3.623573866207152605e-04,3.700880333781242371e-03
1.881066691599999885e+01,6.194865563884377480e-04,3.700113622471690178e-03
1.884023399200000171e+01,7.762201130390167236e-04,3.675571177154779434e-03
1.887193875999999904e+01,1.139380037784576416e-03,3.654971020296216011e-03
1.890125950699999891e+01,1.139380037784576416e-03,3.643921110779047012e-03
1.893066701400000085e+01,1.396658481098711491e-03,3.630408551543951035e-03
1.896096825100000061e+01,1.709198462776839733e-03,3.616741625592112541e-03
1.899152192800000094e+01,1.965707167983055115e-03,3.587892279028892517e-03
1.902032338400000100e+01,1.963978633284568787e-03,3.541145240887999535e-03
1.905009912299999897e+01,2.068044850602746010e-03,3.483972512185573578e-03
1.908133093600000052e+01,2.068044850602746010e-03,3.417942905798554420e-03
1.911020333400000126e+01,2.068606205284595490e-03,3.356752917170524597e-03
1.914029322000000022e+01,2.069729147478938103e-03,3.310940694063901901e-03
1.917234105600000049e+01,2.122837118804454803e-03,3.281133482232689857e-03
1.920010287099999857e+01,2.123114187270402908e-03,3.258130978792905807e-03
1.923030332100000095e+01,2.120066434144973755e-03,3.231084439903497696e-03
1.926003489500000043e+01,2.119789598509669304e-03,3.198177553713321686e-03
1.929039944499999848e+01,2.120343502610921860e-03,3.150890348479151726e-03
1.932118808599999937e+01,2.122282749041914940e-03,3.083804622292518616e-03
1.935053299599999832e+01,2.122282749041914940e-03,3.014481859281659126e-03
1.938042818299999936e+01,2.120066434144973755e-03,2.958353376016020775e-03
1.941246118800000175e+01,2.122005680575966835e-03,2.905033994466066360e-03
1.944067245000000099e+01,2.123668557032942772e-03,2.844995353370904922e-03
1.947218869299999966e+01,2.120620571076869965e-03,2.792053623124957085e-03
1.950035404400000161e+01,2.120066434144973755e-03,2.747785998508334160e-03
1.953013911400000069e+01,2.121451543644070625e-03,2.700661076232790947e-03
1.956007816099999985e+01,2.123114187270402908e-03,2.650157315656542778e-03
1.959148653300000120e+01,2.119235694408416748e-03,2.592588309198617935e-03
1.962017047000000147e+01,2.119235694408416748e-03,2.533697290346026421e-03
1.965035224000000014e+01,2.123668557032942772e-03,2.488860161975026131e-03
1.968157670500000123e+01,2.123391255736351013e-03,2.450034953653812408e-03
1.971014297700000029e+01,2.121728612110018730e-03,2.399066463112831116e-03
1.974036795299999980e+01,2.119235694408416748e-03,2.333465265110135078e-03
1.977135562300000160e+01,2.119789598509669304e-03,2.261672168970108032e-03
1.980061410900000141e+01,2.121451543644070625e-03,2.187358681112527847e-03
1.983046356599999882e+01,2.120897639542818069e-03,2.113205147907137871e-03
1.986011292899999958e+01,2.120897639542818069e-03,2.049678005278110504e-03
1.989087892399999902e+01,2.121451543644070625e-03,2.002453198656439781e-03
1.992034901199999908e+01,2.123391255736351013e-03,1.960593508556485176e-03
1.994980918299999928e+01,2.120620571076869965e-03,1.904430915601551533e-03
1.998111236800000157e+01,2.119512530043721199e-03,1.830952242016792297e-03
2.001027520199999898e+01,2.120620571076869965e-03,1.748577691614627838e-03
2.004084927699999952e+01,2.120066434144973755e-03,1.672747661359608173e-03
2.007173282500000155e+01,2.122837118804454803e-03,1.620627590455114841e-03
2.010032148499999849e+01,2.122837118804454803e-03,1.577810733579099178e-03
2.013097975999999889e+01,2.120620571076869965e-03,1.527229789644479752e-03
2.015998916099999860e+01,2.119235694408416748e-03,1.470577321015298367e-03
2.019023926299999872e+01,2.118958625942468643e-03,1.397627522237598896e-03
2.022112164900000053e+01,2.118958625942468643e-03,1.304363948293030262e-03
2.025065470499999876e+01,2.121174708008766174e-03,1.229271874763071537e-03
2.028024496200000115e+01,2.118958625942468643e-03,1.188934431411325932e-03
2.031071286899999961e+01,2.119789598509669304e-03,1.151034142822027206e-03
2.034015206799999831e+01,2.121451543644070625e-03,1.106443000026047230e-03
2.037234677600000055e+01,2.120620571076869965e-03,1.064822659827768803e-03
2.040106697899999944e+01,2.118958625942468643e-03,1.023953198455274105e-03
2.043107211499999920e+01,2.118958625942468643e-03,9.776162914931774139e-04
2.046016483000000008e+01,2.120620571076869965e-03,9.220836800523102283e-04
2.049082453799999826e+01,2.120620571076869965e-03,8.574926760047674179e-04
2.052053314100000136e+01,2.117020543664693832e-03,7.878623437136411667e-04
2.055054279300000175e+01,2.118404954671859741e-03,7.128635188564658165e-04
2.058131321899999833e+01,2.122005680575966835e-03,6.258522626012563705e-04
2.061059583600000167e+01,2.121174708008766174e-03,5.436490173451602459e-04
2.064076025099999967e+01,2.118404954671859741e-03,4.866439849138259888e-04
2.067105035000000157e+01,2.119235694408416748e-03,4.244205192662775517e-04
2.070023239500000045e+01,2.117020543664693832e-03,3.367569879628717899e-04
2.073016335699999857e+01,2.119512530043721199e-03,2.487415331415832043e-04
2.076037853400000088e+01,2.119512530043721199e-03,1.728932838886976242e-04
2.079055156700000140e+01,2.121451543644070625e-03,1.045633616740815341e-04
2.082085591999999963e+01,2.120897639542818069e-03,4.004127185908146203e-05
2.085045232099999879e+01,2.122005680575966835e-03,-2.931299604824744165e-05
2.088127283700000092e+01,2.117851050570607185e-03,-1.118567088269628584e-04
2.091024386500000176e+01,2.117020543664693832e-03,-2.042658888967707753e-04
2.094083615699999967e+01,2.120620571076869965e-03,-2.952711947727948427e-04
2.097101234400000180e+01,2.119512530043721199e-03,-3.732306940946727991e-04
2.100014399100000162e+01,2.121174708008766174e-03,-4.414124414324760437e-04
2.103092612900000091e+01,2.121174708008766174e-03,-5.112348590046167374e-04
2.106033520700000139e+01,2.120897639542818069e-03,-5.813020397908985615e-04
2.109118933399999918e+01,2.119789598509669304e-03,-6.536880973726511002e-04
2.112072753500000033e+01,2.119789598509669304e-03,-7.357926806434988976e-04
2.115035110199999835e+01,2.117574214935302734e-03,-8.248409722000360489e-04
2.118324548100000015e+01,2.120620571076869965e-03,-9.173577418550848961e-04
2.121103074299999847e+01,2.122005680575966835e-03,-1.004835357889533043e-03
2.124089522399999908e+01,2.122005680575966835e-03,-1.079144538380205631e-03
2.127250000700000143e+01,2.121174708008766174e-03,-1.148191280663013458e-03
2.130061702600000118e+01,2.118958625942468643e-03,-1.219349214807152748e-03
2.133080357600000099e+01,2.118958625942468643e-03,-1.291234977543354034e-03
2.136024890799999909e+01,2.118404954671859741e-03,-1.367570483125746250e-03
2.139093759100000014e+01,2.120620571076869965e-03,-1.453560427762567997e-03
2.141984412400000082e+01,2.118404954671859741e-03,-1.547609223052859306e-03
2.145008560699999833e+01,2.119235694408416748e-03,-1.649309531785547733e-03
2.148063740499999952e+01,2.122837118804454803e-03,-1.755776349455118179e-03
2.151001901200000077e+01,2.122005680575966835e-03,-1.858828938566148281e-03
2.154033858700000081e+01,2.119789598509669304e-03,-1.953030703589320183e-03
2.157153488899999871e+01,2.118404954671859741e-03,-2.034894190728664398e-03
2.160031330900000057e+01,2.120897639542818069e-03,-2.109121531248092651e-03
2.163021794999999869e+01,2.120897639542818069e-03,-2.193127293139696121e-03
2.166017340799999857e+01,1.756360870786011219e-03,-2.289975993335247040e-03
2.169098111599999967e+01,1.500445185229182243e-03,-2.388672670349478722e-03
2.171998422400000095e+01,1.240099314600229263e-03,-2.479272894561290741e-03
2.175068672500000133e+01,9.817128302529454231e-04,-2.539223758503794670e-03
2.178143950700000175e+01,9.824293665587902069e-04,-2.572480123490095139e-03
2.181127692800000162e+01,7.728626951575279236e-04,-2.615718171000480652e-03
2.184052434199999837e+01,6.171820568852126598e-04,-2.674915129318833351e-03
2.187258507399999985e+01,2.580693399067968130e-04,-2.710436005145311356e-03
2.190093417900000006e+01,1.537508796900510788e-04,-2.704967511817812920e-03
2.193078963299999984e+01,1.537508796900510788e-04,-2.682261867448687553e-03
2.196040731600000129e+01,1.566731516504660249e-04,-2.667458960786461830e-03
2.199094130199999952e+01,5.365054676076397300e-05,-2.663300605490803719e-03
2.202031650300000010e+01,4.897732287645339966e-05,-2.655234187841415405e-03
2.205123070799999851e+01,-1.093567407224327326e-04,-2.647501882165670395e-03
2.208139950400000018e+01,-5.721703637391328812e-04,-2.638371661305427551e-03
2.211007412200000033e+01,-7.303428719751536846e-04,-2.597993938252329826e-03
2.214049521000000098e+01,-7.260217680595815182e-04,-2.533787861466407776e-03
2.217278073199999966e+01,-7.236203528009355068e-04,-2.490732586011290550e-03
2.220063588700000068e+01,-7.236203528009355068e-04,-2.465730300173163414e-03
2.223095211300000074e+01,-7.241006824187934399e-04,-2.442153869196772575e-03
2.226005970900000008e+01,-7.274623494595289230e-04,-2.435612725093960762e-03
2.229032524300000162e+01,-8.305038791149854660e-04,-2.444063313305377960e-03
2.232095257299999957e+01,-8.339163614436984062e-04,-2.449726220220327377e-03
2.235003678900000068e+01,-8.334289304912090302e-04,-2.447291044518351555e-03
2.238073431000000113e+01,-8.275780710391700268e-04,-2.431629458442330360e-03
2.241096519299999912e+01,-8.295287261717021465e-04,-2.395366318523883820e-03
2.244059702999999928e+01,-8.295287261717021465e-04,-2.357557648792862892e-03
2.247196234800000170e+01,-8.300163317471742630e-04,-2.349709859117865562e-03
2.250045949800000145e+01,-8.339163614436984062e-04,-2.359180944040417671e-03
2.253083437000000089e+01,-8.305038791149854660e-04,-2.373115392401814461e-03
2.256024141600000021e+01,-8.280657348223030567e-04,-2.398262498900294304e-03
2.259133056699999997e+01,-8.280657348223030567e-04,-2.418049378320574760e-03
2.262070282899999896e+01,-8.231877000071108341e-04,-2.424574689939618111e-03
2.265016701700000112e+01,-8.285534568130970001e-04,-2.425046171993017197e-03
2.268074154900000039e+01,-8.285534568130970001e-04,-2.433084184303879738e-03
2.271012051900000017e+01,-8.305038791149854660e-04,-2.446022583171725273e-03
2.274036149999999878e+01,-8.334289304912090302e-04,-2.442736644297838211e-03
2.277148247299999895e+01,-8.334289304912090302e-04,-2.434954280033707619e-03
2.280097139200000100e+01,-8.285534568130970001e-04,-2.433484420180320740e-03
2.283053771000000154e+01,-8.266025688499212265e-04,-2.418217714875936508e-03
2.286094014300000055e+01,-8.236755966208875179e-04,-2.382657723501324654e-03
2.289098814600000154e+01,-8.266025688499212265e-04,-2.337517915293574333e-03
2.292055482600000005e+01,-8.275780710391700268e-04,-2.292972290888428688e-03
2.295038696499999986e+01,-8.300163317471742630e-04,-2.245074836537241936e-03
2.298107307900000151e+01,-9.384802542626857758e-04,-2.182192634791135788e-03
2.301010756200000174e+01,-1.035540481097996235e-03,-2.105819992721080780e-03
2.304081021200000023e+01,-1.040061586536467075e-03,-2.027808688580989838e-03
2.307178583900000035e+01,-1.040061586536467075e-03,-1.953201601281762123e-03
2.310120203199999978e+01,-1.035540481097996235e-03,-1.874016830697655678e-03
2.313025121100000092e+01,-1.034033019095659256e-03,-1.780316000804305077e-03
2.316001435600000136e+01,-1.037550042383372784e-03,-1.683166017755866051e-03
2.319105052200000117e+01,-1.042070332914590836e-03,-1.603142125532031059e-03
2.322010129999999961e+01,-1.037047710269689560e-03,-1.522765727713704109e-03
2.325115661999999972e+01,-1.037550042383372784e-03,-1.414504949934780598e-03
2.328142551599999877e+01,-1.041065901517868042e-03,-1.286786049604415894e-03
2.330986512100000141e+01,-1.036545261740684509e-03,-1.155696576461195946e-03
2.334068168700000001e+01,-1.036042929627001286e-03,-1.024188124574720860e-03
2.337314808300000024e+01,-1.036042929627001286e-03,-8.919352549128234386e-04
2.340188146399999880e+01,-1.039559254422783852e-03,-7.637399248778820038e-04
2.343067940899999968e+01,-1.042070332914590836e-03,-6.674599717371165752e-04
2.346014896799999860e+01,-1.039559254422783852e-03,-6.076327408663928509e-04
2.349132505400000070e+01,-1.038052374497056007e-03,-5.499401013366878033e-04
2.352031335499999898e+01,-1.033027889207005501e-03,-4.749540239572525024e-04
2.355001987300000010e+01,-1.033027889207005501e-03,-3.828442131634801626e-04
2.358055813700000058e+01,-1.038052374497056007e-03,-2.829065488185733557e-04
2.361045429099999993e+01,-1.039559254422783852e-03,-1.875813904916867614e-04
2.364106801799999857e+01,-1.038554706610739231e-03,-1.060399517882615328e-04
2.367317372100000128e+01,-1.041568117216229439e-03,-4.889675255981273949e-05
2.370113757500000062e+01,-1.041568117216229439e-03,-5.450665412354283035e-06
2.373151460600000107e+01,-1.037550042383372784e-03,6.976112490519881248e-05
2.376009112499999887e+01,-1.038554706610739231e-03,1.877522008726373315e-04
2.379040236999999891e+01,-1.038554706610739231e-03,3.200487699359655380e-04
2.382075413900000171e+01,-1.036042929627001286e-03,4.499571805354207754e-04
2.385003443700000147e+01,-1.039559254422783852e-03,5.612692912109196186e-04
2.388093069299999982e+01,-1.042070332914590836e-03,6.592331919819116592e-04
2.391046154800000068e+01,-1.038554706610739231e-03,7.609021267853677273e-04
2.394047819100000041e+01,-1.038554706610739231e-03,8.521020645275712013e-04
2.397265836500000091e+01,-1.041568117216229439e-03,9.209892014041543007e-04
2.400063043500000148e+01,-1.037047710269689560e-03,9.880504803732037544e-04
2.403060286699999892e+01,-1.037047710269689560e-03,1.101403962820768356e-03
2.406073677499999874e+01,-1.036545261740684509e-03,1.271567540243268013e-03
2.409077074700000054e+01,-1.039559254422783852e-03,1.448043272830545902e-03
2.412034515699999915e+01,-1.040563802234828472e-03,1.596017857082188129e-03
2.414989317699999916e+01,-1.042070332914590836e-03,1.719620195217430592e-03
2.418101477300000113e+01,-1.038052374497056007e-03,1.839069533161818981e-03
2.421069896199999860e+01,-1.038052374497056007e-03,1.960550434887409210e-03
2.424116488700000005e+01,-1.037550042383372784e-03,2.079884987324476242e-03
2.427204949600000106e+01,-1.038554706610739231e-03,2.203333890065550804e-03
2.430089066200000048e+01,-1.041065901517868042e-03,2.331319265067577362e-03
2.433124185999999867e+01,-1.042572432197630405e-03,2.445549471303820610e-03
2.436009831699999850e+01,-1.040563802234828472e-03,2.542340662330389023e-03
2.439178584100000080e+01,-1.040061586536467075e-03,2.641662256792187691e-03
2.442054278999999894e+01,-1.038052374497056007e-03,2.758235903456807137e-03
2.445078854300000160e+01,-1.034033019095659256e-03,2.918985206633806229e-03
2.448097984600000032e+01,-1.038554706610739231e-03,3.119506640359759331e-03
2.451046035999999972e+01,-1.038554706610739231e-03,3.309052903205156326e-03
2.454102497099999880e+01,-1.039057038724422455e-03,3.466434311121702194e-03
2.457181544199999834e+01,-1.039559254422783852e-03,3.598201088607311249e-03
2.460190087799999858e+01,-1.041568117216229439e-03,3.720716107636690140e-03
2.463063688300000109e+01,-1.038052374497056007e-03,3.843878861516714096e-03
2.466013529599999998e+01,-1.036042929627001286e-03,3.963219933211803436e-03
2.469078871099999972e+01,-1.035540481097996235e-03,4.084235988557338715e-03
2.472035908400000181e+01,-1.035540481097996235e-03,4.210722167044878006e-03
2.475087381399999842e+01,-1.034535467624664307e-03,4.332248121500015259e-03
2.478091570999999860e+01,-5.745154339820146561e-04,4.439662210643291473e-03
2.481103041200000092e+01,-4.727977211587131023e-04,4.529756959527730942e-03
2.484065558600000045e+01,-4.727977211587131023e-04,4.608258139342069626e-03
2.487230425799999978e+01,-3.651175356935709715e-04,4.686130210757255554e-03
2.490097635000000054e+01,-3.692052559927105904e-04,4.776081070303916931e-03
2.493062403000000060e+01,-1.028193946694955230e-04,4.868314601480960846e-03
2.496012723600000172e+01,1.545857230667024851e-04,4.943646024912595749e-03
2.499146101499999872e+01,5.148168420419096947e-04,4.998983815312385559e-03
2.502012914100000174e+01,7.184612331911921501e-04,5.025267601013183594e-03
2.505009439899999890e+01,1.082397531718015671e-03,5.017973482608795166e-03
2.508114632799999910e+01,1.497232122346758842e-03,4.996591247618198395e-03
2.511033693599999950e+01,1.497232122346758842e-03,4.975833464413881302e-03
2.514048322900000088e+01,1.962250797078013420e-03,4.947771318256855011e-03
2.517201560000000171e+01,2.326766029000282288e-03,4.907328635454177856e-03
2.520138565099999894e+01,2.480740658938884735e-03,4.867638461291790009e-03
2.523049436499999842e+01,2.688257256522774696e-03,4.844306036829948425e-03
2.525994059900000011e+01,2.685894723981618881e-03,4.823039751499891281e-03
2.529057884099999853e+01,2.687784610316157341e-03,4.779279697686433792e-03
2.532076146100000003e+01,2.686839550733566284e-03,4.723018966615200043e-03
2.535018390999999838e+01,2.688966225832700729e-03,4.671018570661544800e-03
2.538111025699999956e+01,2.688966225832700729e-03,4.622180946171283722e-03
2.541039777399999977e+01,2.688966225832700729e-03,4.562047310173511505e-03
2.544038383399999859e+01,2.688257256522774696e-03,4.488696344196796417e-03
2.547317124199999938e+01,2.791076432913541794e-03,4.417523276060819626e-03
2.550123019300000138e+01,2.790847560390830040e-03,4.343175329267978668e-03
2.552997067100000095e+01,2.688493579626083374e-03,4.265836905688047409e-03
2.556012774299999890e+01,2.792449900880455971e-03,4.196627531200647354e-03
2.559070432600000089e+01,2.791763050481677055e-03,4.130263347178697586e-03
2.562071878400000102e+01,2.791992155835032463e-03,4.061780404299497604e-03
2.565017004099999909e+01,2.791992155835032463e-03,4.009198863059282303e-03
2.568138493200000028e+01,2.793594961985945702e-03,3.972237929701805115e-03
2.570991904199999922e+01,2.791534177958965302e-03,3.921120893210172653e-03
2.574004694899999990e+01,2.687548287212848663e-03,3.847765270620584488e-03
2.577168841099999952e+01,2.792449900880455971e-03,3.760760650038719177e-03
2.580019443300000148e+01,2.793136984109878540e-03,3.667813958600163460e-03
2.583108212799999848e+01,2.793136984109878540e-03,3.583734622225165367e-03
2.586001302200000040e+01,2.793136984109878540e-03,3.534790361300110817e-03
2.589023718400000007e+01,2.793136984109878540e-03,3.507244167849421501e-03
2.592032741399999907e+01,2.791305305436253548e-03,3.453932702541351318e-03
2.595055954100000051e+01,2.791305305436253548e-03,3.362644929438829422e-03
2.598114044400000111e+01,2.792221028357744217e-03,3.244266845285892487e-03
2.601006388200000075e+01,2.792221028357744217e-03,3.123858477920293808e-03
2.604096017099999827e+01,2.791305305436253548e-03,3.019334282726049423e-03
2.607276424300000173e+01,2.794282045215368271e-03,2.920993370935320854e-03
2.610029347000000044e+01,2.792221028357744217e-03,2.819189568981528282e-03
2.613087864499999924e+01,2.793136984109878540e-03,2.712998073548078537e-03
2.616012466700000161e+01,2.792221028357744217e-03,2.602066379040479660e-03
2.619103545800000177e+01,2.791992155835032463e-03,2.487407065927982330e-03
2.622005342900000002e+01,2.791305305436253548e-03,2.375732176005840302e-03
2.625055132800000024e+01,2.791305305436253548e-03,2.275837818160653114e-03
2.628104753899999935e+01,2.794969128444790840e-03,2.184574492275714874e-03
2.631022780800000049e+01,2.794510917738080025e-03,2.098340308293700218e-03
2.634043274100000076e+01,2.793136984109878540e-03,2.012220676988363266e-03
2.637157687199999856e+01,2.794052939862012863e-03,1.914246124215424061e-03
2.640152334200000084e+01,2.792449900880455971e-03,1.806715154089033604e-03
2.643030544300000173e+01,2.793136984109878540e-03,1.694736536592245102e-03
2.646018532100000087e+01,2.791305305436253548e-03,1.581666641868650913e-03
2.649101763599999870e+01,2.793136984109878540e-03,1.476549543440341949e-03
2.652042811900000174e+01,2.794740023091435432e-03,1.381929265335202217e-03
2.655006643899999830e+01,2.794740023091435432e-03,1.285671954974532127e-03
2.658105137100000093e+01,2.792679006233811378e-03,1.173671684227883816e-03
2.661044538899999878e+01,2.793823834508657455e-03,1.035198220051825047e-03
2.664059552499999839e+01,2.792449900880455971e-03,8.773083682172000408e-04
2.667317721799999930e+01,2.791534177958965302e-03,7.267870241776108742e-04
2.670094352199999932e+01,2.791763050481677055e-03,5.918782553635537624e-04
2.673034814900000100e+01,2.793136984109878540e-03,4.660215927287936211e-04
2.676018617200000094e+01,2.793136984109878540e-03,3.417468396946787834e-04
2.679127093399999993e+01,2.794282045215368271e-03,2.148139174096286297e-04
2.682024966599999871e+01,2.794282045215368271e-03,9.522086475044488907e-05
2.685139133199999861e+01,2.791305305436253548e-03,-5.262803824734874070e-06
2.688200913800000080e+01,2.793594961985945702e-03,-9.855385724222287536e-05
2.691076831599999863e+01,2.793594961985945702e-03,-2.101397258229553699e-04
2.694072597399999935e+01,2.790618687868118286e-03,-3.350037732161581516e-04
2.697253300899999928e+01,2.791992155835032463e-03,-4.445314116310328245e-04
2.700127598099999915e+01,2.690384397283196449e-03,-5.338782793842256069e-04
2.703116710999999839e+01,2.793823834508657455e-03,-6.050646770745515823e-04
2.706016732499999833e+01,2.791992155835032463e-03,-6.716545904055237770e-04
2.709097416499999866e+01,2.791992155835032463e-03,-7.577100186608731747e-04
2.712094782599999832e+01,2.791992155835032463e-03,-8.572428487241268158e-04
2.714993032599999978e+01,2.790847560390830040e-03,-9.660633513703942299e-04
2.718081915500000179e+01,2.793136984109878540e-03,-1.080729532986879349e-03
2.721040803900000071e+01,2.793823834508657455e-03,-1.193835632875561714e-03
2.724096611899999942e+01,2.794282045215368271e-03,-1.309286570176482201e-03
2.727343176100000122e+01,2.794510917738080025e-03,-1.419686712324619293e-03
2.730102984399999855e+01,2.793136984109878540e-03,-1.515278127044439316e-03
2.733059432900000019e+01,2.791992155835032463e-03,-1.612124033272266388e-03
2.736025997999999859e+01,2.791763050481677055e-03,-1.730648684315383434e-03
2.739106640600000020e+01,2.794282045215368271e-03,-1.862411969341337681e-03
2.742007726099999942e+01,2.794282045215368271e-03,-1.990288030356168747e-03
2.744994513900000044e+01,2.794052939862012863e-03,-2.110934350639581680e-03
2.748131788199999903e+01,2.793136984109878540e-03,-2.225889358669519424e-03
2.751015822000000099e+01,2.484759083017706871e-03,-2.322572050616145134e-03
2.754092959800000173e+01,2.120620571076869965e-03,-2.403593156486749649e-03
2.757233448799999920e+01,1.706132316030561924e-03,-2.479007700458168983e-03
2.760098212799999828e+01,1.397315994836390018e-03,-2.533138962462544441e-03
2.763046085099999871e+01,1.344592892564833164e-03,-2.574192825704813004e-03
2.766033885199999887e+01,1.344592892564833164e-03,-2.628724556416273117e-03
2.769043654200000049e+01,1.137643703259527683e-03,-2.680646954104304314e-03
2.772061920299999827e+01,1.086256816051900387e-03,-2.703421749174594879e-03
2.775032213800000136e+01,9.852964431047439575e-04,-2.696185139939188957e-03
2.778065589699999904e+01,8.793178130872547626e-04,-2.680340083315968513e-03
2.781082809600000161e+01,5.191241507418453693e-04,-2.680839737877249718e-03
2.784087336600000029e+01,-2.058405952993780375e-04,-2.680849283933639526e-03
2.787224094300000132e+01,-2.058405952993780375e-04,-2.641358179971575737e-03
2.790112483100000063e+01,-3.043387259822338820e-04,-2.583139110356569290e-03
2.793070009499999884e+01,-3.592099528759717941e-04,-2.551411977037787437e-03
2.796043297099999947e+01,-3.592099528759717941e-04,-2.531948732212185860e-03
2.799023315200000184e+01,-3.619369817897677422e-04,-2.506054937839508057e-03
2.802055613799999989e+01,-3.619369817897677422e-04,-2.484370488673448563e-03
2.805059464800000057e+01,-4.640255938284099102e-04,-2.464268123731017113e-03
2.808158699999999897e+01,-5.717012681998312473e-04,-2.435527509078383446e-03
2.811031133299999851e+01,-5.698247114196419716e-04,-2.394204260781407356e-03
2.814050569300000149e+01,-6.652104784734547138e-04,-2.337939571589231491e-03
2.817138715800000170e+01,-6.704556872136890888e-04,-2.275800332427024841e-03
2.820140673599999914e+01,-6.690254085697233677e-04,-2.214420819655060768e-03
2.823022398599999860e+01,-6.733155460096895695e-04,-2.154534682631492615e-03
2.826052976100000080e+01,-6.718857330270111561e-04,-2.100009238347411156e-03
2.829064064299999970e+01,-6.718857330270111561e-04,-2.052509225904941559e-03
2.832037782200000109e+01,-6.756981601938605309e-04,-2.010493306443095207e-03
2.835010457099999925e+01,-6.704556872136890888e-04,-1.973953098058700562e-03
2.838043294499999902e+01,-6.709323497489094734e-04,-1.940439920872449875e-03
2.841020161799999855e+01,-6.709323497489094734e-04,-1.903663272969424725e-03
2.844156684900000087e+01,-6.709323497489094734e-04,-1.865427475422620773e-03
2.847271215099999964e+01,-6.733155460096895695e-04,-1.836489303968846798e-03
2.850024217700000051e+01,-6.747451843693852425e-04,-1.818926073610782623e-03
2.853009782000000172e+01,-6.747451843693852425e-04,-1.801513019017875195e-03
2.856045279900000011e+01,-6.747451843693852425e-04,-1.772977411746978760e-03
2.859077514000000164e+01,-6.747451843693852425e-04,-1.727451221086084843e-03
2.862055592800000170e+01,-6.756981601938605309e-04,-1.669583842158317566e-03
2.864990234000000058e+01,-6.723623373545706272e-04,-1.608539139851927757e-03
2.868111949500000080e+01,-6.733155460096895695e-04,-1.550853368826210499e-03
2.871025967099999932e+01,-6.756981601938605309e-04,-1.503269071690738201e-03
2.874031418299999885e+01,-6.742686382494866848e-04,-1.464277156628668308e-03
2.877199775400000092e+01,-6.771273910999298096e-04,-1.420829561538994312e-03
2.880062466300000068e+01,-6.747451843693852425e-04,-1.371709746308624744e-03
2.883074480599999845e+01,-6.742686382494866848e-04,-1.323051750659942627e-03
2.886012002500000051e+01,-6.742686382494866848e-04,-1.264708931557834148e-03
2.889049574899999939e+01,-6.737920921295881271e-04,-1.198709942400455475e-03
2.892092896400000157e+01,-6.766510196030139923e-04,-1.148586161434650421e-03
2.894987816300000105e+01,-6.785565055906772614e-04,-1.123869675211608410e-03
2.898117168099999930e+01,-6.799853872507810593e-04,-1.105197938159108162e-03
2.901002797099999952e+01,-6.799853872507810593e-04,-1.063516363501548767e-03
2.904002582400000065e+01,-6.709323497489094734e-04,-1.000899705104529858e-03
2.907193594499999989e+01,-6.723623373545706272e-04,-9.419131674803793430e-04
2.910019888500000107e+01,-6.723623373545706272e-04,-8.915378712117671967e-04
2.913081058499999898e+01,-6.737920921295881271e-04,-8.419720106758177280e-04
2.915991958100000048e+01,-6.771273910999298096e-04,-7.916589966043829918e-04
2.919077487799999915e+01,-6.771273910999298096e-04,-7.409003446809947491e-04
2.922045622799999975e+01,-6.761745898984372616e-04,-6.821533315815031528e-04
2.925015289399999929e+01,-6.742686382494866848e-04,-6.094679702073335648e-04
2.928083120899999869e+01,-6.718857330270111561e-04,-5.315721500664949417e-04
2.931182064800000120e+01,-6.709323497489094734e-04,-4.512941522989422083e-04
